area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道北,上川,士別市,内宿泊客,2.1,5.2,6.7,13.3,14.9,8.7,4.2,3,6.9,5.4,4.5,5,79.9,82,97.4,
道北,上川,士別市,宿泊客延数,2.3,5.8,7.4,14.7,16.4,9.6,4.7,3.3,7.6,5.9,5,5.5,88.2,90.1,97.9,
道北,上川,名寄市,入込総数,16.5,50.9,30.8,49.4,65,27.8,19.200,15.100,27.500,37.400,50.800,37.500,427.9,446.2,95.9,
道北,上川,名寄市,内道外客,2,4.4,2.7,5.6,6.1,2.2,2.500,1.600,5.600,5.300,6.800,5.200,50,71.2,70.2,
道北,上川,名寄市,内道内客,14.5,46.5,28.1,43.8,58.9,25.6,16.700,13.500,21.900,32.100,44.000,32.300,377.9,375,100.8,
道北,上川,名寄市,内日帰客,12.6,45.8,24.9,41.3,56.3,22.1,12.400,9.700,22.100,31.700,45.000,31.700,355.6,370.1,96.1,
道北,上川,名寄市,内宿泊客,3.9,5.1,5.9,8.1,8.7,5.7,6.800,5.400,5.400,5.700,5.800,5.800,72.3,76.1,95,
道北,上川,名寄市,宿泊客延数,6.3,7.7,9.4,12.7,13.2,8.7,10.300,7.400,9.100,9.000,9.100,9.500,112.4,112.1,100.3,
道北,上川,富良野市,入込総数,86.6,163.3,188.3,427.8,287.2,170.7,112.200,60.800,92.900,123.600,103.100,102.600,1919.1,1894.3,101.3,
道北,上川,富良野市,内道外客,29.4,78.4,64,162.6,105.7,58,26.700,14.100,20.200,24.900,20.300,17.500,621.8,616.5,100.9,
道北,上川,富良野市,内道内客,57.2,84.9,124.3,265.2,181.5,112.7,85.500,46.700,72.700,98.700,82.800,85.100,1297.3,1277.8,101.5,
道北,上川,富良野市,内日帰客,72,127,132.5,348.8,210.7,137.2,72.600,43.900,60.100,84.200,66.200,74.100,1429.3,1361.3,105,
道北,上川,富良野市,内宿泊客,14.6,36.3,55.8,79,76.5,33.5,39.600,16.900,32.800,39.400,36.900,28.500,489.8,533,91.9,
道北,上川,富良野市,宿泊客延数,18.3,42.8,66.4,89.4,88.9,38.8,42.500,19.000,63.500,85.500,65.500,47.400,668,685.1,97.5,
道北,上川,鷹栖町,入込総数,2.1,17,17.1,15.9,16.1,20,13.3,6.8,0,0,0,0,108.3,111.4,97.2,
道北,上川,鷹栖町,内道外客,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.2,0.3,66.7,
道北,上川,鷹栖町,内道内客,2.1,17,17.1,15.8,16,20,13.3,6.8,0,0,0,0,108.1,111.1,97.3,
道北,上川,鷹栖町,内日帰客,2.1,17,17.1,15.9,16.1,20,13.3,6.8,0,0,0,0,108.3,111.4,97.2,
道北,上川,鷹栖町,内宿泊客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道北,上川,鷹栖町,宿泊客延数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道北,上川,東神楽町,入込総数,20.2,22.4,20.7,22.4,38,27,24.400,20.900,14.600,20.100,15.800,19.100,265.6,283.7,93.6,
道北,上川,東神楽町,内道外客,1.7,2.2,2.2,3.1,5.2,2.8,2.400,2.100,1.600,2.300,1.700,2.100,29.4,31.8,92.5,
道北,上川,東神楽町,内道内客,18.5,20.2,18.5,19.3,32.8,24.2,22.000,18.800,13.000,17.800,14.100,17.000,236.2,251.9,93.8,
道北,上川,東神楽町,内日帰客,18.4,19.9,17.4,18,31.6,22.3,20.800,18.500,13.000,18.200,14.300,16.900,229.3,241.5,94.9,
道北,上川,東神楽町,内宿泊客,1.8,2.5,3.3,4.4,6.4,4.7,3.600,2.400,1.600,1.900,1.500,2.200,36.3,42.2,86,
道北,上川,東神楽町,宿泊客延数,1.8,2.6,3.5,4.8,7.5,5.2,4.000,2.500,1.700,2.000,1.600,2.300,39.5,47,84,
道北,上川,当麻町,入込総数,28.6,49.2,45.1,74.1,80.6,53.8,32.300,17.500,14.400,14.300,14.300,19.800,444,444.3,99.9,
道北,上川,当麻町,内道外客,1.5,15.4,9,14.9,24.3,10.7,1.500,0.700,0.600,0.800,0.800,0.800,81,83,97.6,
道北,上川,当麻町,内道内客,27.1,33.8,36.1,59.2,56.3,43.1,30.800,16.800,13.800,13.500,13.500,19.000,363,361.3,100.5,
道北,上川,当麻町,内日帰客,28.6,48.5,44.7,72.4,77.9,52.7,32.100,17.400,14.300,14.200,14.200,19.700,436.7,436.9,100,
道北,上川,当麻町,内宿泊客,0,0.7,0.4,1.7,2.7,1.1,0.200,0.100,0.100,0.100,0.100,0.100,7.3,7.4,98.6,
道北,上川,当麻町,宿泊客延数,0,0.7,0.4,1.7,2.7,1.1,0.200,0.100,0.100,0.100,0.100,0.100,7.3,7.4,98.6,
道北,上川,比布町,入込総数,6.2,9.5,14.3,17.1,12.2,11.6,10.700,7.200,15.300,37.200,29.400,15.100,185.8,190.5,97.5,
道北,上川,比布町,内道外客,0,0.1,0.3,0.7,0.8,0.5,0.200,0.100,0.200,0.200,0.100,0.100,3.3,3.7,89.2,
道北,上川,比布町,内道内客,6.2,9.4,14,16.4,11.4,11.1,10.500,7.100,15.100,37.000,29.300,15.000,182.5,186.8,97.7,
道北,上川,比布町,内日帰客,5.9,9,13.5,16.6,11.7,11.4,9.900,6.700,14.700,36.600,28.800,14.600,179.4,183.4,97.8,
道北,上川,比布町,内宿泊客,0.3,0.5,0.8,0.5,0.5,0.2,0.800,0.500,0.600,0.600,0.600,0.500,6.4,7.1,90.1,
道北,上川,比布町,宿泊客延数,0.3,0.6,1.1,1.2,1.3,0.7,0.800,0.500,0.700,0.800,0.900,0.600,9.5,9.6,99,
道北,上川,愛別町,入込総数,1.2,6.5,8,6.3,8.6,7.6,6.400,2.000,0.400,0.400,0.300,1.000,48.7,58.8,82.8,
道北,上川,愛別町,内道外客,0,0.4,0.4,0.3,0.4,0.2,0.100,0.100,0.100,0.000,0.100,0.000,2.1,1.4,150,
道北,上川,愛別町,内道内客,1.2,6.1,7.6,6,8.2,7.4,6.300,1.900,0.300,0.400,0.200,1.000,46.6,57.4,81.2,
道北,上川,愛別町,内日帰客,1,6.2,7.4,5,6.5,6.8,6.000,1.800,0.200,0.200,0.100,0.800,42,51.4,81.7,
道北,上川,愛別町,内宿泊客,0.2,0.3,0.6,1.3,2.1,0.8,0.400,0.200,0.200,0.200,0.200,0.200,6.7,7.4,90.5,
道北,上川,愛別町,宿泊客延数,0.3,0.4,0.8,1.5,2.7,1,0.500,0.400,0.300,0.200,0.200,0.300,8.6,9.8,87.8,
道北,上川,上川町,入込総数,59.3,82.3,116.3,292.5,223.2,190.5,179.700,50.400,103.800,99.800,234.600,75.600,1708,1853.9,92.1,
道北,上川,上川町,内道外客,36.6,61.8,90.4,245.6,159.7,143,104.900,22.500,44.200,51.000,179.300,44.800,1183.8,1392.4,85,
道北,上川,上川町,内道内客,22.7,20.5,25.9,46.9,63.5,47.5,74.800,27.900,59.600,48.800,55.300,30.800,524.2,461.5,113.6,
道北,上川,上川町,内日帰客,27.3,34.1,68.2,223,158.3,145.1,132.900,22.600,69.800,56.000,175.500,28.000,1140.8,1234.5,92.4,
道北,上川,上川町,内宿泊客,32,48.2,48.1,69.5,64.9,45.4,46.800,27.800,34.000,43.800,59.100,47.600,567.2,619.4,91.6,
道北,上川,上川町,宿泊客延数,33.6,50.7,50.5,72.9,68.1,47.7,49.100,29.200,35.700,46.000,62.000,49.900,595.4,650.7,91.5,
道北,上川,東川町,入込総数,54.7,109.5,88.1,119.1,161,130.9,80.500,43.900,67.700,293.300,177.700,90.600,1417,1488.8,95.2,
道北,上川,東川町,内道外客,7.9,13.7,17.2,32.9,31.7,29.9,17.100,7.200,10.300,30.500,27.300,10.800,236.5,258.5,91.5,
道北,上川,東川町,内道内客,46.8,95.8,70.9,86.2,129.3,101,63.400,36.700,57.400,262.800,150.400,79.800,1180.5,1230.3,96,
道北,上川,東川町,内日帰客,49.6,99.9,74.6,99,140.1,119,69.400,36.200,59.900,284.400,168.300,81.800,1282.2,1335.3,96,
道北,上川,東川町,内宿泊客,5.1,9.6,13.5,20.1,20.9,11.9,11.100,7.700,7.800,8.900,9.400,8.800,134.8,153.5,87.8,
道北,上川,東川町,宿泊客延数,5.9,10.6,15.2,22.7,23.7,13.4,11.900,10.800,10.000,11.400,11.400,10.100,157.1,175.9,89.3,
道北,上川,美瑛町,入込総数,55.9,149.7,284.8,404.6,446.7,194,228.400,110.400,101.700,98.700,96.600,90.200,2261.7,1679.5,134.7,
道北,上川,美瑛町,内道外客,9.3,60.5,142.1,269.7,268.8,82.4,71.100,27.800,36.000,34.900,37.600,21.000,1061.2,774.5,137,
道北,上川,美瑛町,内道内客,46.6,89.2,142.7,134.9,177.9,111.6,157.300,82.600,65.700,63.800,59.000,69.200,1200.5,905,132.7,
道北,上川,美瑛町,内日帰客,47,134.3,264.2,370.7,416,178.4,215.200,101.900,90.800,87.000,83.600,80.500,2069.6,1485,139.4,
道北,上川,美瑛町,内宿泊客,8.9,15.4,20.6,33.9,30.7,15.6,13.200,8.500,10.900,11.700,13.000,9.700,192.1,194.5,98.8,
道北,上川,美瑛町,宿泊客延数,16.9,23.6,26.1,42.8,41.9,19.5,16.200,12.900,18.500,19.400,17.600,13.600,269,272,98.9,
道北,上川,上富良野町,入込総数,18.1,39.1,65.3,180.4,123.8,48.6,29.400,14.800,17.000,17.300,21.000,15.400,590.2,631.4,93.5,
道北,上川,上富良野町,内道外客,8.1,17.6,29.4,81.2,55.7,21.9,13.200,6.700,7.600,7.800,9.400,6.900,265.5,284.1,93.5,
道北,上川,上富良野町,内道内客,10,21.5,35.9,99.2,68.1,26.7,16.200,8.100,9.400,9.500,11.600,8.500,324.7,347.3,93.5,
道北,上川,上富良野町,内日帰客,16.2,35.2,57.5,161.5,107.8,41.7,26.500,13.200,15.000,14.000,17.800,13.000,519.4,555.3,93.5,
道北,上川,上富良野町,内宿泊客,1.9,3.9,7.8,18.9,16,6.9,2.900,1.600,2.000,3.300,3.200,2.400,70.8,76.1,93,
道北,上川,上富良野町,宿泊客延数,2.7,5.5,10.9,26.5,22.4,9.7,4.100,2.200,2.800,4.600,4.500,3.400,99.3,106.6,93.2,
道北,上川,中富良野町,入込総数,6.7,43.1,171.6,532.1,317.5,40.5,30.300,7.700,7.600,5.400,5.500,4.800,1172.8,1110.9,105.6,
道北,上川,中富良野町,内道外客,2.7,17.7,70,216.2,130.1,17,12.400,3.000,3.300,2.300,2.300,1.800,478.8,452.7,105.8,
道北,上川,中富良野町,内道内客,4,25.4,101.6,315.9,187.4,23.5,17.900,4.700,4.300,3.100,3.200,3.000,694,658.2,105.4,
道北,上川,中富良野町,内日帰客,5.8,41.1,168.3,525.7,311.4,37.9,28.000,6.400,6.100,3.600,3.900,3.500,1141.7,1079,105.8,
道北,上川,中富良野町,内宿泊客,0.9,2,3.3,6.4,6.1,2.6,2.300,1.300,1.500,1.800,1.600,1.300,31.1,31.9,97.5,
道北,上川,中富良野町,宿泊客延数,0.9,2.1,3.5,7.3,6.7,2.7,2.400,1.300,1.600,2.200,2.000,1.300,34,32.3,105.3,
道北,上川,南富良野町,入込総数,18,34.3,42.9,81.4,77.2,36.5,27.600,14.000,11.500,15.600,15.100,16.400,390.5,429.4,90.9,
道北,上川,南富良野町,内道外客,3.7,8.3,10.9,20.7,22.7,9,5.300,2.300,2.700,3.400,3.100,3.200,95.3,96.3,99,
道北,上川,南富良野町,内道内客,14.3,26,32,60.7,54.5,27.5,22.300,11.700,8.800,12.200,12.000,13.200,295.2,333.1,88.6,
道北,上川,南富良野町,内日帰客,17.3,32.8,40.7,75.4,69.7,34.1,26.000,13.000,10.500,14.400,14.000,15.400,363.3,395.7,91.8,
道北,上川,南富良野町,内宿泊客,0.7,1.5,2.2,6,7.5,2.4,1.600,1.000,1.000,1.200,1.100,1.000,27.2,33.7,80.7,
道北,上川,南富良野町,宿泊客延数,0.8,1.9,2.5,6.7,8.5,2.6,1.700,1.100,1.400,1.800,1.400,1.200,31.6,39.9,79.2,
道北,上川,占冠村,入込総数,30.7,94.4,156,220.8,246,125.1,89.900,15.300,161.400,205.200,183.000,176.100,1703.9,1756.7,97,
道北,上川,占冠村,内道外客,12.2,37.8,62.4,88.3,98.4,50.1,49.400,8.400,88.800,112.800,100.600,96.900,806.1,818,98.5,
道北,上川,占冠村,内道内客,18.5,56.6,93.6,132.5,147.6,75,40.500,6.900,72.600,92.400,82.400,79.200,897.8,938.7,95.6,
道北,上川,占冠村,内日帰客,26.8,70.4,115,170.9,192.6,92.6,61.400,15.000,129.600,168.600,147.200,145.100,1335.2,1401.6,95.3,
道北,上川,占冠村,内宿泊客,3.9,24,41,49.9,53.4,32.5,28.500,0.300,31.800,36.600,35.800,31.000,368.7,355.1,103.8,
道北,上川,占冠村,宿泊客延数,6.1,30.8,56.9,77.3,87.6,47.1,38.600,0.400,74.900,92.400,79.500,71.700,663.3,618.1,107.3,
道北,上川,和寒町,入込総数,2.8,4.6,3,12.3,5.5,5.3,1.100,0.400,0.700,2.700,2.300,0.800,41.5,47.1,88.1,
道北,上川,和寒町,内道外客,0.1,0.2,0.3,1.1,0.7,0.3,0.200,0.000,0.600,0.000,0.000,0.000,3.5,2.7,129.6,
道北,上川,和寒町,内道内客,2.7,4.4,2.7,11.2,4.8,5,0.900,0.400,0.100,2.700,2.300,0.800,38,44.4,85.6,
道北,上川,和寒町,内日帰客,2.7,4.5,2.7,11.5,4.6,5,0.900,0.300,0.600,2.300,2.100,0.600,37.8,43.3,87.3,
道北,上川,和寒町,内宿泊客,0.1,0.1,0.3,0.8,0.9,0.3,0.200,0.100,0.100,0.400,0.200,0.200,3.7,3.8,97.4,
道北,上川,和寒町,宿泊客延数,0.2,0.2,0.4,1.1,1.2,0.4,0.300,0.100,0.200,0.800,0.300,0.300,5.5,5.5,100,
道北,上川,剣淵町,入込総数,46.1,61.6,56.9,71.8,90,65.9,61,37.1,27.5,29.3,30.100,38.2,615.5,601,102.4,
道北,上川,剣淵町,内道外客,0.9,1.1,1,1.2,1.4,1.1,1.1,0.800,1.2,1.3,1,1.1,13.2,8.2,161,
道北,上川,剣淵町,内道内客,45.2,60.5,55.9,70.6,88.6,64.8,59.900,36.3,26.3,28,29.1,37.1,602.3,592.8,101.6,
道北,上川,剣淵町,内日帰客,45.6,60.9,55.9,70.7,88.8,65.1,60.1,36.4,26.9,28.6,29.3,37.5,605.8,593.4,102.1,
道北,上川,剣淵町,内宿泊客,0.5,0.7,1,1.1,1.2,0.8,0.9,0.7,0.6,0.7,0.8,0.7,9.7,7.6,127.6,
道北,上川,剣淵町,宿泊客延数,0.5,0.7,1,1.1,1.2,0.8,0.9,0.7,0.6,0.7,0.8,0.7,9.7,8.9,109,
道北,上川,下川町,入込総数,8.3,12.6,10.2,10.4,18.6,10.5,8.700,7.000,7.300,8.000,14.400,9.000,125,123.3,101.4,
道北,上川,下川町,内道外客,0,0,0.1,0.2,0.3,0.1,0.200,0.100,0.300,0.100,0.600,0.100,2.1,1.7,123.5,
道北,上川,下川町,内道内客,8.3,12.6,10.1,10.2,18.3,10.4,8.500,6.900,7.000,7.900,13.800,8.900,122.9,121.6,101.1,
道北,上川,下川町,内日帰客,8,12,9.5,9.6,17.6,9.8,8.000,6.500,6.800,7.500,14.100,8.600,118,115.9,101.8,
道北,上川,下川町,内宿泊客,0.3,0.6,0.7,0.8,1,0.7,0.700,0.500,0.500,0.500,0.300,0.400,7,7.4,94.6,
道北,上川,下川町,宿泊客延数,0.8,1.3,1.5,1.8,2,1.3,1.300,1.200,1.700,1.500,1.600,1.600,17.6,17,103.5,
道北,上川,美深町,入込総数,27.3,42.4,41.4,61.5,74.4,47.7,35.100,18.400,14.200,14.600,11.000,19.500,407.5,414.3,98.4,
道北,上川,美深町,内道外客,5.3,8.3,8.9,14,17.6,10.1,7.000,3.600,2.800,2.900,2.100,3.800,86.4,87,99.3,
道北,上川,美深町,内道内客,22,34.1,32.5,47.5,56.8,37.6,28.100,14.800,11.400,11.700,8.900,15.700,321.1,327.3,98.1,
道北,上川,美深町,内日帰客,26.6,41.7,39.7,58.8,70.6,46,34.100,18.000,13.100,13.900,10.800,18.600,391.9,396.7,98.8,
道北,上川,美深町,内宿泊客,0.7,0.7,1.7,2.7,3.8,1.7,1.000,0.400,1.100,0.700,0.200,0.900,15.6,17.6,88.6,
道北,上川,美深町,宿泊客延数,0.9,0.9,2,3,4.2,1.9,1.200,0.500,1.300,0.800,0.200,1.100,18,24.1,74.7,
道北,上川,音威子府村,入込総数,1.7,2.2,2.6,3.9,5,3.1,2.500,1.900,6.100,2.100,1.300,3.000,35.4,49.9,70.9,
道北,上川,音威子府村,内道外客,0.1,0.4,0.4,0.9,1,0.4,0.200,0.000,2.200,0.000,0.000,0.800,6.4,9.2,69.6,
道北,上川,音威子府村,内道内客,1.6,1.8,2.2,3,4,2.7,2.300,1.900,3.900,2.100,1.300,2.200,29,40.7,71.3,
道北,上川,音威子府村,内日帰客,1.4,1.9,2.1,3.2,4.3,2.6,2.000,1.600,5.700,1.900,1.000,2.600,30.3,44.9,67.5,
道北,上川,音威子府村,内宿泊客,0.3,0.3,0.5,0.7,0.7,0.5,0.500,0.300,0.400,0.200,0.300,0.400,5.1,5,102,
道北,上川,音威子府村,宿泊客延数,0.3,0.5,1.1,1.1,1.3,1,1.000,0.700,2.300,0.500,0.400,1.300,11.5,11.3,101.8,
道北,上川,中川町,入込総数,6.6,9.7,9.3,13.3,16.2,11.4,9.900,5.600,4.300,3.500,3.800,4.200,97.8,89.6,109.2,
道北,上川,中川町,内道外客,0.3,0.5,0.6,0.8,0.8,0.6,0.400,0.200,0.200,0.200,0.200,0.200,5,4.8,104.2,
道北,上川,中川町,内道内客,6.3,9.2,8.7,12.5,15.4,10.8,9.500,5.400,4.100,3.300,3.600,4.000,92.8,84.8,109.4,
道北,上川,中川町,内日帰客,6.4,9.3,8.7,12.4,14.9,10.7,9.400,5.200,3.900,3.200,3.600,3.900,91.6,83,110.4,
道北,上川,中川町,内宿泊客,0.2,0.4,0.6,0.9,1.3,0.7,0.500,0.400,0.400,0.300,0.200,0.300,6.2,6.6,93.9,
道北,上川,中川町,宿泊客延数,0.3,0.6,0.8,1.3,1.7,1.2,0.900,0.900,0.800,0.400,0.400,0.500,9.8,9.7,101,
道北,上川,幌加内町,入込総数,5.3,8.3,11.1,18.7,26.6,70.6,13.600,6.300,4.900,8.000,9.600,5.400,188.4,205.1,91.9,
道北,上川,幌加内町,内道外客,0.6,0.9,1.2,1.5,2.1,5.7,1.300,0.600,0.400,0.600,0.700,0.400,16,17.9,89.4,
道北,上川,幌加内町,内道内客,4.7,7.4,9.9,17.2,24.5,64.9,12.300,5.700,4.500,7.400,8.900,5.000,172.4,187.2,92.1,
道北,上川,幌加内町,内日帰客,5.3,8,10.2,17.2,23.9,68.9,13.100,6.200,4.900,8.000,9.600,5.400,180.7,198.2,91.2,
道北,上川,幌加内町,内宿泊客,0,0.3,0.9,1.5,2.7,1.7,0.500,0.100,0.000,0.000,0.000,0.000,7.7,6.9,111.6,
道北,上川,幌加内町,宿泊客延数,0,0.3,0.9,1.5,2.7,1.7,0.500,0.100,0.400,0.100,0.000,0.000,8.2,7.4,110.8,
道北,留萌,留萌市,入込総数,4.4,15.9,20.9,61,52.5,19.2,10.4,1.4,1.9,1.3,1.1,1.7,191.7,245.3,78.1,
道北,留萌,留萌市,内道外客,0.1,0.5,0.6,1.8,1.6,0.6,0.3,0,0.1,0,0,0.1,5.7,7.1,80.3,
道北,留萌,留萌市,内道内客,4.3,15.4,20.3,59.2,50.9,18.6,10.1,1.4,1.8,1.3,1.1,1.6,186,238.2,78.1,
道北,留萌,留萌市,内日帰客,3.5,14.5,19,58.8,50,17.3,8.6,0.5,1.3,0.5,0.4,1,175.4,227.5,77.1,
道北,留萌,留萌市,内宿泊客,0.9,1.4,1.9,2.2,2.5,1.9,1.8,0.9,0.6,0.8,0.7,0.7,16.3,17.8,91.6,
道北,留萌,留萌市,宿泊客延数,1.5,1.6,2.4,3.1,2.8,2.9,2.6,1.8,1.6,1.5,1.4,1.2,24.4,25.8,94.6,
道北,留萌,増毛町,入込総数,17.4,68.8,26.6,48.8,47,40.3,22.7,10.4,5.3,6.2,5.3,6.5,305.3,306.3,99.7,
道北,留萌,増毛町,内道外客,0.8,3.5,1.6,3.7,3.5,2.6,0.3,0.1,0.2,0,0,0.1,16.4,16.5,99.4,
道北,留萌,増毛町,内道内客,16.6,65.3,25,45.1,43.5,37.7,22.4,10.3,5.1,6.2,5.3,6.4,288.9,289.8,99.7,
道北,留萌,増毛町,内日帰客,16.8,67.6,25.6,46,42.8,38.9,21.9,10.1,5,6.1,5.2,6.3,292.3,292.4,100,
道北,留萌,増毛町,内宿泊客,0.6,1.2,1,2.8,4.2,1.4,0.8,0.3,0.3,0.1,0.1,0.2,13,13.9,93.5,
道北,留萌,増毛町,宿泊客延数,0.6,1.2,1,2.8,4.2,1.4,0.8,0.3,0.3,0.1,0.1,0.2,13,13.9,93.5,
道北,留萌,小平町,入込総数,10.6,19.6,19.2,32.9,43,16,12.4,6.5,3.7,4.8,4.3,5.2,178.2,189.3,94.1,
道北,留萌,小平町,内道外客,4.2,8.9,8.1,10.3,12.9,7,5.2,2.3,1,0.8,0.8,1.7,63.2,64.8,97.5,
道北,留萌,小平町,内道内客,6.4,10.7,11.1,22.6,30.1,9,7.2,4.2,2.7,4,3.5,3.5,115,124.5,92.4,
道北,留萌,小平町,内日帰客,10.3,19.2,18.6,30.9,40.4,15.5,11.8,6.1,3.4,4.7,4.2,5,170.1,181.6,93.7,
道北,留萌,小平町,内宿泊客,0.3,0.4,0.6,2,2.6,0.5,0.6,0.4,0.3,0.1,0.1,0.2,8.1,7.7,105.2,
道北,留萌,小平町,宿泊客延数,0.4,0.5,0.7,2.3,2.9,0.6,0.7,0.4,0.4,0.2,0.1,0.2,9.4,8.7,108,
道北,留萌,苫前町,入込総数,5.8,8.2,8.7,23.9,22.3,8.8,10.9,9.1,8.1,7.5,9.7,9.3,132.3,133.1,99.4,
道北,留萌,苫前町,内道外客,0.4,0.7,1,1.7,2.3,1,0.7,0.5,0.4,0.4,0.4,0.5,10,10.4,96.2,
道北,留萌,苫前町,内道内客,5.4,7.5,7.7,22.2,20,7.8,10.2,8.6,7.7,7.1,9.3,8.8,122.3,122.7,99.7,
道北,留萌,苫前町,内日帰客,5.1,7.2,7.4,21.1,18,7.3,9.8,8.1,7.4,7,9.1,8.6,116.1,116.4,99.7,
道北,留萌,苫前町,内宿泊客,0.7,1,1.3,2.8,4.3,1.5,1.1,1,0.7,0.5,0.6,0.7,16.2,16.7,97,
道北,留萌,苫前町,宿泊客延数,0.7,1,1.3,2.8,4.3,1.5,1.1,1,0.7,0.5,0.6,0.7,16.2,16.7,97,
道北,留萌,羽幌町,入込総数,1.3,2.5,38.5,18,15.7,2.6,2.3,1.5,1.3,1.2,1.5,1.5,87.9,85.6,102.7,
道北,留萌,羽幌町,内道外客,0.1,0.5,1.3,1.1,1.4,0.4,0.2,0.1,0.2,0.2,0.1,0.1,5.7,5.3,107.5,
道北,留萌,羽幌町,内道内客,1.2,2,37.2,16.9,14.3,2.2,2.1,1.4,1.1,1,1.4,1.4,82.2,80.3,102.4,
道北,留萌,羽幌町,内日帰客,0.3,0.7,35.5,3.1,2.9,0.6,0.3,0.3,0.3,0.2,0.6,0.4,45.2,43.2,104.6,
道北,留萌,羽幌町,内宿泊客,1,1.8,3,14.9,12.8,2,2,1.2,1,1,0.9,1.1,42.7,42.4,100.7,
道北,留萌,羽幌町,宿泊客延数,1,2,3.4,20.9,17.5,2.2,2,1.2,1,1,0.9,1.1,54.2,53.6,101.1,
道北,留萌,初山別村,入込総数,3.3,5.1,5.5,9.1,18.1,5.6,3.8,2.7,2.1,2.3,2.1,2.5,62.2,67.1,92.7,
道北,留萌,初山別村,内道外客,0.5,0.8,0.9,1.5,2.9,0.9,0.6,0.4,0.3,0.4,0.4,0.4,10,10.8,92.6,
道北,留萌,初山別村,内道内客,2.8,4.3,4.6,7.6,15.2,4.7,3.2,2.3,1.8,1.9,1.7,2.1,52.2,56.3,92.7,
道北,留萌,初山別村,内日帰客,3.1,4.7,4.9,7.5,14.9,4.9,3.3,2.3,1.8,2,1.8,2.3,53.5,58.4,91.6,
道北,留萌,初山別村,内宿泊客,0.2,0.4,0.6,1.6,3.2,0.7,0.5,0.4,0.3,0.3,0.3,0.2,8.7,8.7,100,
道北,留萌,初山別村,宿泊客延数,0.2,0.4,0.6,1.6,3.2,0.7,0.5,0.4,0.3,0.3,0.3,0.2,8.7,8.7,100,
道北,留萌,遠別町,入込総数,7.9,9.1,10.8,14.6,19,12.1,8.5,1.5,1.3,1.7,2,4.3,92.8,109.7,84.6,
道北,留萌,遠別町,内道外客,1.6,1.8,2.1,2.9,3.8,2.4,1.7,0.3,0.3,0.3,0.6,0.9,18.7,22.1,84.6,
道北,留萌,遠別町,内道内客,6.3,7.3,8.7,11.7,15.2,9.7,6.8,1.2,1,1.4,1.4,3.4,74.1,87.6,84.6,
道北,留萌,遠別町,内日帰客,7.6,8.7,10.4,14.1,18.4,11.6,8.1,1.1,1,1.4,1.6,4,88,105.1,83.7,
道北,留萌,遠別町,内宿泊客,0.3,0.4,0.4,0.5,0.6,0.5,0.4,0.4,0.3,0.3,0.4,0.3,4.8,4.6,104.3,
道北,留萌,遠別町,宿泊客延数,0.6,0.6,0.8,0.9,1,1,1.1,0.9,0.8,0.7,0.9,0.5,9.8,9.8,100,
道北,留萌,天塩町,入込総数,9.1,24.4,24.3,45.1,40.3,24.1,18.1,10.5,6.8,6.3,6,6.8,221.8,231.8,95.7,
道北,留萌,天塩町,内道外客,0.1,0.3,0.6,1.5,2.2,0.7,0.4,0.2,0.1,0.1,0.1,0.1,6.4,8,80,
道北,留萌,天塩町,内道内客,9,24.1,23.7,43.6,38.1,23.4,17.7,10.3,6.7,6.2,5.9,6.7,215.4,223.8,96.2,
道北,留萌,天塩町,内日帰客,8.3,22.6,21.8,39.8,34.1,20.7,15.5,8.1,5.1,5,4.5,5.4,190.9,207.5,92,
道北,留萌,天塩町,内宿泊客,0.8,1.8,2.5,5.3,6.2,3.4,2.6,2.4,1.7,1.3,1.5,1.4,30.9,24.3,127.2,
道北,留萌,天塩町,宿泊客延数,0.8,1.8,2.5,5.3,6.2,3.4,2.6,2.4,1.7,1.3,1.5,1.4,30.9,24.3,127.2,
道北,宗谷,稚内市,入込総数,21.7,61,64.7,82.3,80,70.4,32.300,22.200,17.000,14.400,15.000,22.400,503.4,520.8,96.7,
道北,宗谷,稚内市,内道外客,14.5,48.6,54.7,64,53.9,46.2,21.700,18.500,14.900,10.800,12.200,13.500,373.5,392.9,95.1,
道北,宗谷,稚内市,内道内客,7.2,12.4,10,18.3,26.1,24.2,10.600,3.700,2.100,3.600,2.800,8.900,129.9,127.9,101.6,
道北,宗谷,稚内市,内日帰客,4.6,31.5,28.3,39,37.5,39.1,4.700,3.800,1.500,2.200,1.700,6.200,200.1,217.6,92,
道北,宗谷,稚内市,内宿泊客,17.1,29.5,36.4,43.3,42.5,31.3,27.600,18.400,15.500,12.200,13.300,16.200,303.3,303.2,100,
道北,宗谷,稚内市,宿泊客延数,21.9,34.1,43.3,51.6,51.3,38,34.200,23.400,19.100,14.700,16.400,19.400,367.4,377.1,97.4,
道北,宗谷,幌延町,入込総数,2.8,6.7,13.2,27.1,26.1,9.1,4.300,2.900,4.500,1.500,2.000,2.400,102.6,109.6,93.6,
道北,宗谷,幌延町,内道外客,0.8,1.9,6.6,5.4,7.2,4.1,1.500,0.700,1.800,0.500,1.000,1.200,32.7,52.1,62.8,
